SE_ID,chr,start,end,eRNA_count,mean_BRCA,mean_LUAD,mean_SKCM,F_statistic,p_value,p_adj_BH
chr5:96249261-96251292,chr5,96249261,96251292,11,-0.124401555836486,0.224511328975245,-0.0981351452683409,17.2925771055092,6.59371594316e-08,1.4219624190305e-07
chr1:22936716-22956749,chr1,22936716,22956749,3,-0.193202717152669,-0.0016956540114713,0.197965080960214,17.2893614726163,6.59904633168253e-08,1.42282620284656e-07
chr3:184049993-184052415,chr3,184049993,184052415,12,0.227161475528778,-0.00306044949886397,-0.227706763736721,17.2860209692139,6.59726223552554e-08,1.42258434771468e-07
chr18:43620353-43652022,chr18,43620353,43652022,15,0.0184643452456761,0.0908052549186389,-0.109562685009484,17.2821274984764,6.60831357194876e-08,1.42453829754836e-07
chr19:56816299-56821393,chr19,56816299,56821393,6,0.176352724740262,-0.00823957647117775,-0.170912397868136,17.2813652217365,6.59973083713135e-08,1.42283094949879e-07
chr20:46212105-46250873,chr20,46212105,46250873,13,-0.0440187744887248,0.126605990518209,-0.0818885053233138,17.2720424359291,6.69018903746834e-08,1.44204325529614e-07
chr22:43193711-43194945,chr22,43193711,43194945,5,-0.17005481143533,0.254220006751751,-0.0814659125952253,17.2688927665269,6.71245225363449e-08,1.44669680934579e-07
chr15:50399305-50405295,chr15,50399305,50405295,1,-0.252115210835263,0.313880145911402,-0.0577631063327222,17.2671608661555,7.20646605630828e-08,1.54850696839753e-07
chr8:38840667-38845085,chr8,38840667,38845085,5,-0.111607428396334,0.195360923560612,-0.081981948681796,17.2637491020766,6.7886184902482e-08,1.46208543236122e-07
chr1:15519441-15536886,chr1,15519441,15536886,14,-0.13010346342193,0.0475407105118503,0.0846278872501102,17.2615190868548,6.74644243440771e-08,1.45373075312305e-07
chr12:65023856-65047740,chr12,65023856,65047740,16,-0.119786767405591,0.0486578244567703,0.0730303202092263,17.2592716920844,6.77019718316979e-08,1.45855677503198e-07
chr13:115057367-115064215,chr13,115057367,115064215,35,0.202483142192431,-0.0304476784527126,-0.175249481869757,17.2589264768387,6.72355798386197e-08,1.44894496106164e-07
chr10:91263128-91290298,chr10,91263128,91290298,4,0.0606045417796846,-0.187502671437404,0.125936152804075,17.2581091927938,6.74956431486658e-08,1.45425755207052e-07
chr9:95491618-95526687,chr9,95491618,95526687,9,-0.0774229404899911,-0.0477021251153331,0.126354001168657,17.2550598806051,6.77294873752496e-08,1.4590032099882e-07
chr1:158327443-158341386,chr1,158327443,158341386,6,0.0334422205311644,0.138592238782039,-0.172565288210523,17.2520237716506,6.78144257297647e-08,1.46068641199294e-07
chr1:212115553-212118026,chr1,212115553,212118026,10,0.240014691077362,-0.113170653751149,-0.130653794327442,17.2455759012778,6.84764690035124e-08,1.47450283215203e-07
chr1:94050792-94054434,chr1,94050792,94054434,6,0.109436704676876,0.0943428508140605,-0.205516646041364,17.2443894086839,6.81161446652885e-08,1.46689104479736e-07
chr20:10631108-10632129,chr20,10631108,10632129,4,0.266745800574777,-0.120187908218602,-0.150791952682766,17.2400596467523,6.85545816968907e-08,1.47603684321215e-07
chr12:69051593-69052960,chr12,69051593,69052960,10,0.00337838539666684,0.24602906654968,-0.249461077111373,17.2388028960776,6.92827442166045e-08,1.49126628336342e-07
chr2:10146258-10161605,chr2,10146258,10161605,2,0.115540035010805,0.100119772362649,-0.217493776183147,17.2383399090948,7.02497406020848e-08,1.51117155339641e-07
chr7:50829811-50846732,chr7,50829811,50846732,2,-0.0296482004186332,-0.203411088333031,0.233529895107519,17.235483188992,6.94114619029226e-08,1.49388713026262e-07
chr10:29834126-29839426,chr10,29834126,29839426,5,0.0223242264714825,0.150232039216112,-0.172910618488731,17.234787628059,6.89093126483152e-08,1.48352576959489e-07
chr22:42828501-42833929,chr22,42828501,42833929,7,0.209219166758971,-0.0895179598129564,-0.123022146100917,17.2340262403632,6.92356752632304e-08,1.49040252343229e-07
chr6:2896524-2900578,chr6,2896524,2900578,17,-0.173407202150999,0.175641473983964,0.000518223439272898,17.227773451713,7.07102981627326e-08,1.52062188208772e-07
chr21:35108031-35122348,chr21,35108031,35122348,3,-0.0455815391255527,0.192186422819865,-0.145881367200256,17.223800427889,6.94580703198766e-08,1.49474045717434e-07
chr10:43656143-43657548,chr10,43656143,43657548,5,0.207798228131328,-0.00518923036521325,-0.205907382339627,17.2221605209539,6.95160811085793e-08,1.49583896800817e-07
chr16:88794351-88797488,chr16,88794351,88797488,16,0.212870487868184,-0.139294797836532,-0.076954586664481,17.2208932890335,6.95792000786279e-08,1.49704716498567e-07
chr12:72009196-72012995,chr12,72009196,72012995,15,0.174032064760779,0.0226745856246324,-0.199469064111772,17.2137004498242,7.00582085371413e-08,1.50720238881317e-07
chr2:232030831-232035016,chr2,232030831,232035016,24,0.199336674464222,0.00964258978288919,-0.212143338444955,17.2108801014593,7.10368187750637e-08,1.52733782844333e-07
chr17:73084239-73084933,chr17,73084239,73084933,4,-0.156165694388071,0.290120150839873,-0.13147563590596,17.2099599573709,7.13283760258012e-08,1.53329950145744e-07
chr5:95358200-95385719,chr5,95358200,95385719,2,-0.0974971762719938,-0.153779182521775,0.252823933020308,17.2078069479063,7.18099441905428e-08,1.54334251113808e-07
chr7:2815234-2834254,chr7,2815234,2834254,5,0.0806550914021523,0.0777342079879915,-0.159669538936209,17.2073964683797,7.06777997659062e-08,1.52007521086758e-07
chr9:131689575-131695906,chr9,131689575,131695906,9,0.0235396980284124,0.104857909947255,-0.128771253976118,17.2062122641475,7.07863278912244e-08,1.52210448950724e-07
chr4:114473352-114530208,chr4,114473352,114530208,12,-0.103311337512878,0.192095281499628,-0.0871440814865456,17.2048473933002,7.10988435577265e-08,1.52851838147076e-07
chr1:12567551-12568847,chr1,12567551,12568847,7,0.0581079091569728,0.204482395946375,-0.26351265286774,17.2000701463392,7.15798708052078e-08,1.53855172666478e-07
chr13:48830619-48832162,chr13,48830619,48832162,10,0.0334842243693014,0.18803105105903,-0.222046771053242,17.1896457572336,7.18321632888871e-08,1.54366557029761e-07
chr22:47061703-47062622,chr22,47061703,47062622,5,-0.23011696364533,0.172151155442176,0.0616184584197464,17.1895090269282,7.52528585324228e-08,1.61459105164919e-07
chr1:1232113-1233102,chr1,1232113,1233102,6,-0.236675345007929,0.0171828474649671,0.223249249051026,17.1812864549596,7.24419529401435e-08,1.55645840665812e-07
chr11:112101505-112103786,chr11,112101505,112103786,7,0.075734020630904,0.136371397068917,-0.213307545011424,17.1776978148816,7.26909189072747e-08,1.56149516440442e-07
chr5:96066664-96071776,chr5,96066664,96071776,8,-0.042782861149487,0.184920879102247,-0.141458924918641,17.1770241206652,7.27394821170075e-08,1.56238209563653e-07
chr22:29179733-29181977,chr22,29179733,29181977,11,0.210720644777475,-0.0263423389642872,-0.187723077952514,17.1767897274921,7.36459525432096e-08,1.58106169809128e-07
chr19:897640-899340,chr19,897640,899340,11,-0.0955254572519248,0.255316509516114,-0.158274775164953,17.1765779923622,7.24694157925454e-08,1.55689271078973e-07
chr16:12230856-12284737,chr16,12230856,12284737,8,0.0341417378049246,0.119314063564117,-0.153997733715152,17.175542218848,7.32202980146776e-08,1.57223789288265e-07
chr1:179107169-179111968,chr1,179107169,179111968,6,-0.161825642914287,-0.020111536646103,0.184505840559029,17.1736386007881,7.43284923511615e-08,1.59523636477056e-07
chr4:160150782-160159861,chr4,160150782,160159861,3,-0.129384653411646,0.288724453004521,-0.157286074935547,17.1733596952092,7.39860886014299e-08,1.58804639705468e-07
chr12:10134828-10136029,chr12,10134828,10136029,4,-0.19298142857399,0.276148376270472,-0.0801037504175306,17.1718471749635,7.38491839503571e-08,1.58526629055654e-07
chr4:2878232-2883227,chr4,2878232,2883227,10,0.0976380613233481,0.068219619597032,-0.167407491417575,17.1690102265675,7.32096072654761e-08,1.57223181881132e-07
chr10:13990546-14013556,chr10,13990546,14013556,6,-0.138048034061713,0.00714035337152172,0.133098919326093,17.1688830959849,7.32126946032128e-08,1.57223181881132e-07
chrX:117371867-117406564,chrX,117371867,117406564,18,0.098685981789735,0.0438669881951788,-0.144119414140306,17.1643008222866,7.3582361380168e-08,1.57985441903616e-07
chr6:27108518-27114088,chr6,27108518,27114088,30,0.236096622544585,-0.0624061760777178,-0.177438011904084,17.1582889038645,7.57671541180448e-08,1.62497620231001e-07
chr21:46876895-46888056,chr21,46876895,46888056,29,0.112009933830848,0.0750134734612681,-0.188801342749749,17.153386076301,7.46251592789028e-08,1.6014433911201e-07
chr21:46310237-46311624,chr21,46310237,46311624,6,-0.225969978949577,0.169268724240024,0.0602880797722452,17.1462683161461,7.61478369288602e-08,1.63232567493875e-07
chr20:33150469-33152144,chr20,33150469,33152144,9,0.16980732347812,0.0375859201129759,-0.210088597932021,17.1456226789664,7.46970012887882e-08,1.60282495422051e-07
chr10:114697881-114709909,chr10,114697881,114709909,12,0.152928716898574,-0.0775888251628125,-0.0777673316865323,17.1434557447131,7.52814354242549e-08,1.61504284148109e-07
chr11:71800742-71804442,chr11,71800742,71804442,21,0.222936844268803,-0.146033711342835,-0.0804418129937265,17.1419278564335,7.55462827762467e-08,1.62056283977772e-07
chr14:104324486-104336108,chr14,104324486,104336108,10,0.113366005765896,-0.00094210257967136,-0.114223363595208,17.1415434314572,7.61916189831964e-08,1.63293823061781e-07
chr13:111567516-111577643,chr13,111567516,111577643,12,-0.0660150920540262,-0.13453708295595,0.201600033614009,17.1380266014564,7.60893877511178e-08,1.63123555672864e-07
chr6:90916500-90927598,chr6,90916500,90927598,3,-0.0846569588449838,-0.130814175007166,0.216814895103657,17.1365157550247,7.57885589335093e-08,1.62527297075884e-07
chr9:127028188-127048619,chr9,127028188,127048619,18,-0.0447396032391593,0.172757649854478,-0.127307894182951,17.1336137624033,7.59296844022136e-08,1.62813681300553e-07
chr18:12320843-12324708,chr18,12320843,12324708,24,-0.0770491140435473,-0.157743474233963,0.236015590087725,17.1319954901847,7.56573272163334e-08,1.62278279898651e-07
chr22:37629058-37636745,chr22,37629058,37636745,12,-0.156867843450714,0.179828229931557,-0.0204704207117839,17.1314550547243,7.68083389132942e-08,1.64533482429765e-07
chr14:100741195-100742436,chr14,100741195,100742436,7,0.199827632306828,0.0404931159214393,-0.243492615407742,17.1308581407808,7.61671291172832e-08,1.63257627949291e-07
chr14:23540926-23545579,chr14,23540926,23545579,18,0.177751238051136,-0.0260791689514197,-0.154493517322749,17.1271633487842,7.60716567462541e-08,1.63101824092972e-07
chr16:84088350-84089510,chr16,84088350,84089510,5,0.177244382992933,0.0854070009190907,-0.265464786816672,17.1234928847759,7.62173729036355e-08,1.63332719801574e-07
chr12:110730029-110733696,chr12,110730029,110733696,5,-0.0866503689851145,0.169689425278782,-0.0816636536113639,17.1234355324102,7.62612552949697e-08,1.63410453952915e-07
chr6:16667883-16736982,chr6,16667883,16736982,60,0.100722991331144,0.0280427489976109,-0.130364517968931,17.1229328082856,7.65439408727908e-08,1.63983463154606e-07
chr17:987111-994805,chr17,987111,994805,9,0.0315304882830819,0.0994735120700188,-0.131504484294102,17.121858802435,7.63909692110149e-08,1.6367207160265e-07
chr13:28011510-28014026,chr13,28011510,28014026,11,0.205429018978684,0.005623683757261,-0.214313480814972,17.1197856396196,7.70140619786304e-08,1.64908375784152e-07
chr8:145642379-145648900,chr8,145642379,145648900,16,0.00166898746601581,0.21531169187878,-0.217007171209336,17.1158374301854,7.68427382520126e-08,1.64574340789636e-07
chr17:80606529-80612749,chr17,80606529,80612749,5,0.159392900646823,0.0311627989424221,-0.193085745631258,17.1152987828816,7.68403306322743e-08,1.64574340789636e-07
chr9:132625678-132627482,chr9,132625678,132627482,4,0.178281793235543,0.008772690180413,-0.18988435314985,17.1138683277985,7.68552981569076e-08,1.64584827850823e-07
chr22:38049980-38051179,chr22,38049980,38051179,8,-0.235197056988194,0.0781663036267422,0.160764039980311,17.1116733814248,7.73223970077651e-08,1.65502603202688e-07
chr5:55423289-55432706,chr5,55423289,55432706,13,-0.132569571136691,-0.0562823499800006,0.190956200023624,17.1114828490108,8.27955612237022e-08,1.7668921585865e-07
chr6:36590389-36607222,chr6,36590389,36607222,4,-0.0821176149195456,-0.105927873728825,0.189348942853443,17.1105472320485,7.71984588152464e-08,1.65270265149028e-07
chr2:55831312-55841212,chr2,55831312,55841212,18,0.0282774918378227,-0.162499206670354,0.133772865755741,17.1098812660488,7.85807218011459e-08,1.6812892629241e-07
chr19:35762144-35765885,chr19,35762144,35765885,21,0.152328793024366,-0.24242867270321,0.0876819623292491,17.1095933530459,7.70880824241596e-08,1.65050418325558e-07
chr2:69362401-69372358,chr2,69362401,69372358,13,0.191981366953607,-0.0217063170769928,-0.173322373161593,17.1067619425324,7.72948289689403e-08,1.65460085893146e-07
chr16:23409550-23414915,chr16,23409550,23414915,24,0.195383266129587,-0.034398703441903,-0.164085884372279,17.1031489644793,7.77877912921213e-08,1.66482151826695e-07
chr18:19596865-19605885,chr18,19596865,19605885,4,-0.0630770034082873,0.185400862112128,-0.121322636427518,17.0958299293882,7.83098512830304e-08,1.67582769629897e-07
chr7:143081438-143084755,chr7,143081438,143084755,19,0.23676538546325,-0.000788455561610154,-0.239735110623279,17.0890930060327,7.8521943203685e-08,1.68019903774588e-07
chr4:75531747-75609117,chr4,75531747,75609117,4,-0.104685827555591,-0.0981887927477251,0.204536300105786,17.086945180147,7.89406357900232e-08,1.68882163050337e-07
chr17:15894518-15896971,chr17,15894518,15896971,11,0.0529579856397786,0.126166288758648,-0.179964877345089,17.0851078567386,7.90588782892465e-08,1.69118279782684e-07
chr13:114758164-114761907,chr13,114758164,114761907,7,-0.0469534125098862,-0.145696835173084,0.193395539945033,17.0805907802807,8.03997921930751e-08,1.71832653689986e-07
chr4:153422084-153451325,chr4,153422084,153451325,6,-0.122318463179561,0.173887951062086,-0.0496279249749125,17.0792769513684,7.94640294253643e-08,1.69951101371096e-07
chr9:93641335-93649931,chr9,93641335,93649931,9,0.0651013851243934,0.124346412733267,-0.190481153177095,17.0791438388148,7.92988254323838e-08,1.69614667245424e-07
chr21:34721949-34724964,chr21,34721949,34724964,10,0.00487974960634796,0.155414673747717,-0.160371879697025,17.0778458628555,7.94818297621884e-08,1.69972245126209e-07
chr19:42901476-42905559,chr19,42901476,42905559,16,0.170880153418019,-0.144914869593037,-0.0286776672125699,17.0775274088866,7.99301775408716e-08,1.70914020613829e-07
chr7:128809638-128811776,chr7,128809638,128811776,8,0.135320498789263,-0.184949022914117,0.0474805796996267,17.0770999153855,8.20381050841719e-08,1.75212050804769e-07
chr7:130600991-130612221,chr7,130600991,130612221,12,-0.179892455083392,0.166384465882251,0.0163634249961157,17.0765904814555,8.00133010861011e-08,1.71074730455569e-07
chr3:138516182-138543805,chr3,138516182,138543805,12,-0.0905335041227546,-0.0259981925609894,0.117968736431724,17.075625937468,8.01904723179763e-08,1.71419406188233e-07
chr9:135106996-135114255,chr9,135106996,135114255,21,-0.206816228572871,0.170756327537883,0.0393426983139226,17.0727243482759,8.87280117333912e-08,1.88917567958565e-07
chr2:233164929-233172146,chr2,233164929,233172146,2,0.255676152954436,-0.0927223058331282,-0.167012198755505,17.0701312560148,8.04721254958066e-08,1.71970133261039e-07
chr17:3828835-3831175,chr17,3828835,3831175,5,0.098444751507986,0.189295356897604,-0.289302723508892,17.0685008736705,8.01245917182131e-08,1.71295625754735e-07
chr19:55615036-55622644,chr19,55615036,55622644,12,0.112442928563308,-0.14214941344307,0.0279216764898689,17.0661259530606,8.03303465876918e-08,1.71701319035018e-07
chr12:109174294-109176366,chr12,109174294,109176366,6,-0.0306634658694946,-0.182976697504115,0.214126885054079,17.0595781075799,8.10349685977027e-08,1.73155707946758e-07
chr17:1972325-1975117,chr17,1972325,1975117,9,0.144237348612975,0.0376998023804711,-0.18422663271746,17.0553603142697,8.10990418248052e-08,1.73275380150352e-07
chr9:36145138-36146009,chr9,36145138,36146009,7,0.179545809079826,0.0329168945849757,-0.21531263714226,17.0544495227226,8.18968315351157e-08,1.74945121432234e-07
chr3:49404539-49405761,chr3,49404539,49405761,5,0.0325082113257524,0.162756448671692,-0.195780663351821,17.0537424007861,8.11103450641455e-08,1.73282291946946e-07
chr20:44735291-44746811,chr20,44735291,44746811,2,-0.125997836659943,0.26566619936849,-0.137668397047276,17.0535825603124,8.2259417812951e-08,1.75632320943309e-07
chr11:34098289-34101075,chr11,34098289,34101075,6,0.211127587009553,-0.108451694263987,-0.106027124285397,17.052352110927,8.23301594463323e-08,1.75748418092524e-07
chr16:1187730-1203141,chr16,1187730,1203141,10,0.187387346733262,-0.107212045937759,-0.0831497031246024,17.0463853663617,8.20220939217109e-08,1.75195277091654e-07
chr9:124132631-124136617,chr9,124132631,124136617,3,-0.223314136835067,0.0767723638169808,0.150086441856738,17.0452790734899,8.45452809166388e-08,1.80315689994702e-07
chr9:95870209-95871173,chr9,95870209,95871173,4,0.25927146257005,-0.139892315551074,-0.12349456705977,17.0424700204031,8.22535454209141e-08,1.75632320943309e-07
chr17:35815133-35818526,chr17,35815133,35818526,7,0.0595795838328827,0.104979114699704,-0.165504406212473,17.0422054536862,8.21562537219599e-08,1.75446938568811e-07
chr11:124638024-124641854,chr11,124638024,124641854,7,-0.0027826628326615,0.179667346473098,-0.176840514389126,17.0417434370925,8.26711604963454e-08,1.76458806795867e-07
chr13:41567567-41593264,chr13,41567567,41593264,11,0.0389953254699406,0.103340039474648,-0.142954338364746,17.0407066398052,8.22783644162605e-08,1.75655311388472e-07
chr17:79954822-79962121,chr17,79954822,79962121,30,0.161805046001752,-0.00581301776207516,-0.158560362303197,17.0377215127692,8.29442586762183e-08,1.76988956143978e-07
chr12:11803194-11869421,chr12,11803194,11869421,22,0.163612847835569,0.00883631377963324,-0.175046190945925,17.0372771764471,8.27193944467863e-08,1.76544214899496e-07
chr1:161371285-161375758,chr1,161371285,161375758,8,0.125355053757813,0.0686146735579114,-0.195959490073785,17.0296164056978,8.29877981823278e-08,1.77064269974355e-07
chr3:128814112-128840029,chr3,128814112,128840029,23,-0.0360719436585105,0.158207341461461,-0.121562827268687,17.0253893425909,8.43840022636582e-08,1.80007470859812e-07
chr11:34999829-35006017,chr11,34999829,35006017,4,0.0884444567906335,0.0980069213005317,-0.187855258357684,17.019799044317,8.37083063206683e-08,1.78583817904936e-07
chr7:27229012-27232663,chr7,27229012,27232663,6,-0.127512860968635,-0.201926048779971,0.331462923414775,17.0195218892138,8.76882009563027e-08,1.86833282930408e-07
chr12:65005530-65016189,chr12,65005530,65016189,10,-0.0763643133899666,-0.065923142306948,0.143499587655485,17.0151063532384,8.47052050086229e-08,1.8062089832905e-07
chr10:114179865-114181251,chr10,114179865,114181251,7,-0.0108314961288513,0.206387645539079,-0.195384220900246,17.0135667758975,8.45345797488448e-08,1.80310772595684e-07
chr22:51144693-51149943,chr22,51144693,51149943,12,0.197543781612899,-0.119629098421265,-0.0810502987727936,17.0115484594804,8.46217127600045e-08,1.80460780949917e-07
chr3:48563605-48572845,chr3,48563605,48572845,23,-0.14377571656385,-0.115908721549185,0.261966592344208,17.0104665052133,9.03448196134978e-08,1.92207596913233e-07
chr9:123667616-123671408,chr9,123667616,123671408,5,-0.193741475666208,0.0154662923771031,0.181350444807615,17.0102576613389,8.79261233287435e-08,1.87321629871186e-07
chr19:960264-964148,chr19,960264,964148,9,0.147390985566625,0.0301748308658499,-0.179905355885914,17.0090317300337,8.50317517435084e-08,1.81299208993878e-07
chr12:48276818-48290290,chr12,48276818,48290290,1,-0.280627324151939,0.00732213863304541,0.277759587489561,16.9997470528805,8.85061261250088e-08,1.88482505779555e-07
chr11:14317545-14329653,chr11,14317545,14329653,1,-0.235590742425579,0.343133778942311,-0.103803500922673,16.9976750953002,8.67220861226387e-08,1.84829834638872e-07
chr5:172204877-172206885,chr5,172204877,172206885,5,-0.214929156234749,0.0817602156704782,0.136580514472758,16.9952303742002,8.65732154400073e-08,1.84530860262509e-07
chr21:38085022-38092022,chr21,38085022,38092022,10,0.30628351181147,-0.173384978105126,-0.137760176750972,16.9944581808786,8.83822101533748e-08,1.88237279597782e-07
chr13:43539154-43543130,chr13,43539154,43543130,13,-0.203536926510542,0.0290778946057275,0.177689776770062,16.9939141761807,8.58415404548487e-08,1.83007620046534e-07
chr1:94425779-94458293,chr1,94425779,94458293,4,-0.00965689966227403,0.172576600845906,-0.162766417062007,16.9885631044249,8.75087659693637e-08,1.86469467876181e-07
chr10:97078289-97081620,chr10,97078289,97081620,11,0.187660352757636,-0.1696106187262,-0.0210284697894928,16.988053868822,8.75014495621951e-08,1.86469467876181e-07
chr1:59365484-59409281,chr1,59365484,59409281,10,0.16074133393068,-0.00356915120724699,-0.159723632468363,16.9866581168061,8.64488344028323e-08,1.84284031411378e-07
chr3:146243534-146245630,chr3,146243534,146245630,9,0.0710746178561624,0.147945819772635,-0.220148606166194,16.9679326814954,8.79545036341837e-08,1.87354854722547e-07
chr18:55833193-55856966,chr18,55833193,55856966,11,-0.201245470329714,0.0488936127105683,0.155546230164062,16.9671163124604,8.93117129704484e-08,1.90084992514748e-07
chr6:170852918-170855091,chr6,170852918,170855091,8,0.19961279212813,-0.0352580388769403,-0.167523210269096,16.9665362831746,8.79591656268305e-08,1.87354854722547e-07
chr6:70610330-70637701,chr6,70610330,70637701,3,-0.142703601141327,-0.0790144791636335,0.223983216831016,16.9655344803484,8.95795284339323e-08,1.90617213135397e-07
chr22:32915773-32923805,chr22,32915773,32923805,5,-0.152451635255633,0.0907816091898628,0.064089893292051,16.9636805941675,8.86416015603563e-08,1.88752297909158e-07
chr3:8788551-8791994,chr3,8788551,8791994,4,0.321575336899454,-0.138779666478098,-0.187900040848331,16.9605464873042,9.08941582046765e-08,1.93357154889247e-07
chr17:40592377-40610762,chr17,40592377,40610762,22,-0.0916132969965945,-0.010097516677356,0.103164992991355,16.9592281989839,8.88592708765065e-08,1.89178287134688e-07
chr8:129109002-129111516,chr8,129109002,129111516,17,0.262373807511701,-0.199104253140717,-0.0674342179822799,16.952378912578,8.90930113746667e-08,1.8965711223052e-07
chr11:74343418-74345528,chr11,74343418,74345528,5,0.139082530996697,0.0467762049282488,-0.188066395147117,16.9514818952494,8.92639067425184e-08,1.9000207384629e-07
chr7:27205249-27208138,chr7,27205249,27208138,6,0.266316512513646,-0.191713700427871,-0.0788300583161495,16.9508600125062,8.97079342280108e-08,1.90871537885376e-07
chr11:72794885-72850976,chr11,72794885,72850976,19,-0.0491276630471642,0.157071108358992,-0.107163641136477,16.9488394788676,8.94874507621e-08,1.90440148634326e-07
chr2:220506802-220509712,chr2,220506802,220509712,4,0.204163228032545,-0.223922725547987,0.0165188113561944,16.9456194147891,9.12730944837386e-08,1.94144027951595e-07
chr7:112116347-112120791,chr7,112116347,112120791,20,-0.00802252604060501,-0.169011378503153,0.177161246226942,16.9347155469753,9.19071223019624e-08,1.95415232717478e-07
chr2:161224002-161253240,chr2,161224002,161253240,4,-0.164687490685392,0.225169820722549,-0.0578682428834202,16.9344058845488,9.1422265096449e-08,1.94442066495983e-07
chr20:46365787-46385833,chr20,46365787,46385833,4,0.218603879195032,-0.1036888227724,-0.118384959266998,16.9304940035167,9.22052015952991e-08,1.95990807072668e-07
chr13:37585089-37586229,chr13,37585089,37586229,9,0.239268693143424,-0.0108982332411236,-0.232168375666482,16.9301475703397,9.19014747697953e-08,1.95415232717478e-07
chr1:39457372-39463743,chr1,39457372,39463743,38,0.0257564624795554,0.206657076206682,-0.232822371424007,16.9242032482196,9.17037550340872e-08,1.95021442406881e-07
chr4:84185616-84187750,chr4,84185616,84187750,9,-0.147737657109713,0.138216736471828,0.0118659628142299,16.9236635461844,9.20000514996366e-08,1.95574097402524e-07
chr2:192261323-192265008,chr2,192261323,192265008,11,-0.174448745058576,-0.0334586566183475,0.210676429376261,16.9182327407873,9.19440323065386e-08,1.95474359715653e-07
chr3:17936020-18031415,chr3,17936020,18031415,2,0.121053710576799,-0.199279305351951,0.0763041073056792,16.9146921828488,9.59865936014306e-08,2.03746201895426e-07
chr18:43499872-43502207,chr18,43499872,43502207,4,0.222126286175939,-0.158421978233353,-0.067230122008871,16.9114606442012,9.28556533664589e-08,1.97295297521907e-07
chr4:106123803-106154954,chr4,106123803,106154954,7,-0.0142885852339959,0.147679935217278,-0.13316454704306,16.9111199907852,9.25534978550984e-08,1.96711674758431e-07
chr2:85875239-85875784,chr2,85875239,85875784,4,-0.221346858077258,0.222704236218871,0.00215606405008933,16.9103321834491,9.26165796241554e-08,1.96826269601028e-07
chr14:81946184-81950469,chr14,81946184,81950469,5,0.126309030463211,0.0623181073552832,-0.190632043063942,16.9102209911895,9.2990562998852e-08,1.97562401971149e-07
chr9:124361005-124413773,chr9,124361005,124413773,8,0.119369721365017,0.00398024843999387,-0.125244727286995,16.9078894740888,9.32449409221588e-08,1.98083243935233e-07
chr9:93799376-93835670,chr9,93799376,93835670,4,-0.0247351048639873,-0.141831198867579,0.166958924443695,16.9077766201884,9.27173499380619e-08,1.97020928526739e-07
chr5:96117658-96118655,chr5,96117658,96118655,6,0.00695601042671935,0.20695987182526,-0.214026295115898,16.9012654602206,9.3483707270348e-08,1.98570821980542e-07
chr1:180910521-180913078,chr1,180910521,180913078,6,-0.126079730366219,-0.105224952299867,0.233305948227454,16.8954813771112,9.47358661138864e-08,2.01210660257905e-07
chr19:54379791-54382344,chr19,54379791,54382344,5,0.15487035672981,0.0222579981757776,-0.179586614536219,16.8801452466222,9.52416427257099e-08,2.02264882905179e-07
chr2:242787288-242791933,chr2,242787288,242791933,9,0.230221841416794,-0.121084620939707,-0.112791535420212,16.8783793949673,9.56213660928434e-08,2.0303114973564e-07
chr11:45958488-45959608,chr11,45958488,45959608,5,0.206659181234561,-0.0235999615144417,-0.18633952418416,16.8781125515718,9.53603073903366e-08,2.02496867888299e-07
chr1:11867347-11875803,chr1,11867347,11875803,4,-0.0611378195998895,-0.117569443686831,0.17967770486767,16.8741803323351,9.58262896070056e-08,2.03426037549635e-07
chr16:20861087-20866147,chr16,20861087,20866147,8,0.162838940027093,-0.0250140933605365,-0.14040959174635,16.8737599741989,9.57708748854209e-08,2.03328497421331e-07
chr19:45982186-45988447,chr19,45982186,45988447,17,0.0746871659368314,-0.195278695340076,0.119406018832819,16.8711939292648,9.6218518758436e-08,2.04218314791474e-07
chr2:106006784-106013004,chr2,106006784,106013004,10,0.205249198410769,-0.0506346221620746,-0.157872500032992,16.8706710670615,9.83277528219519e-08,2.08591974254945e-07
chr1:116311502-116338576,chr1,116311502,116338576,2,-0.0900262809054594,0.284094595426339,-0.192639325935079,16.8674758444025,9.66353168123371e-08,2.05062414699987e-07
chr1:6420867-6434808,chr1,6420867,6434808,11,-0.0936334554765443,-0.0199346000603876,0.115054300861957,16.8653145204709,9.64853352090809e-08,2.04764381846386e-07
chr6:52400744-52441494,chr6,52400744,52441494,7,0.0435152186994236,-0.142806386330861,0.0986004498743035,16.8617030320476,9.872652483646e-08,2.09375883668673e-07
chr7:1607586-1608660,chr7,1607586,1608660,5,-0.174249418176441,0.211558106082448,-0.0345428241254281,16.861154515338,9.82770666995434e-08,2.0850504410808e-07
chr11:121109497-121120810,chr11,121109497,121120810,5,-0.124637887543363,-0.17007883791643,0.296695104627149,16.8607736561352,1.00658524782971e-07,2.1332574864455e-07
chr13:52343529-52344820,chr13,52343529,52344820,6,0.156082313465553,0.0523476881806229,-0.210907498685312,16.8496541538771,9.78071435222103e-08,2.07528553786456e-07
chr3:127518407-127540437,chr3,127518407,127540437,2,-0.041916024538206,0.246737205165176,-0.204155846904141,16.8493108289663,9.94002043893187e-08,2.10721369032613e-07
chr8:49297709-49349238,chr8,49297709,49349238,14,0.0888853249657633,-0.134108453316445,0.0438122501766219,16.8475864997728,9.8715471001192e-08,2.09373115810053e-07
